 Reporting Area,MMWR Year,MMWR Week,"Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2017","Rabies, animal, Cum 2017, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2017","Rubella, Cum 2017, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2017","Rubella, congenital syndrome, Cum 2017, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag",Location 1,Location 2
MID. ATLANTIC,2017,6,3,,8,,33,,30,,42,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,6,,-,2,,11,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,6,,-,2,,8,,3,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,6,4,,11,,24,,37,,119,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,6,,-,1,,7,,4,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,6,6,,13,,41,,23,,36,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,6,,-,1,,8,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,6,,-,1,,11,,2,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,6,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,6,1,,0,,23,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2017,6,,-,1,,7,,4,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2017,6,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2017,6,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2017,6,,-,0,,3,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2017,6,2,,12,,41,,17,,34,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2017,6,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IDAHO,2017,6,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
DELAWARE,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2017,6,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2017,6,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,6,,-,1,,6,,1,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEVADA,2017,6,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
C.N.M.I.,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IOWA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2017,6,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,6,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2017,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2017,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2017,6,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WASHINGTON,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
HAWAII,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2017,6,,-,1,,3,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2017,6,,-,5,,21,,8,,24,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2017,6,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2017,6,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2017,6,3,,8,,33,,30,,42,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2017,6,2,,0,,9,,17,,79,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2017,6,,-,0,,8,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
VIRGIN ISL.,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DIST. OF COL.,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,6,,-,1,,6,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2017,6,2,,5,,10,,11,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2017,6,3,,0,,4,,3,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2017,6,,-,0,,8,,1,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
UTAH,2017,6,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2017,6,,-,0,,8,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2017,6,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2017,6,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2017,6,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2017,6,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,7,16,,52,,113,,117,,276,,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,,
NEW ENGLAND,2017,7,,-,4,,13,,3,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,7,4,,8,,33,,34,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,7,,-,2,,11,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,7,1,,2,,8,,4,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,7,9,,11,,24,,44,,125,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,7,1,,1,,7,,5,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,7,1,,13,,41,,24,,41,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,7,,-,1,,8,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,7,,-,0,,11,,2,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,7,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
KENTUCKY,2017,7,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2017,7,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
FLORIDA,2017,7,3,,0,,9,,18,,80,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
C.N.M.I.,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MONTANA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2017,7,,-,1,,6,,1,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2017,7,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OHIO,2017,7,,-,0,,8,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WYOMING,2017,7,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2017,7,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2017,7,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2017,7,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2017,7,6,,5,,10,,17,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
IDAHO,2017,7,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEVADA,2017,7,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DIST. OF COL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2017,7,,-,0,,8,,1,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2017,7,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2017,7,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2017,7,1,,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2017,7,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2017,7,,-,0,,3,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2017,7,,-,1,,6,,2,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2017,7,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2017,7,,-,0,,23,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
COLORADO,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2017,7,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2017,7,,-,5,,21,,8,,26,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2017,7,4,,8,,33,,34,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
UTAH,2017,7,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,7,,-,0,,8,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2017,7,,-,1,,3,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2017,7,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
TEXAS,2017,7,1,,12,,41,,18,,39,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2017,7,1,,1,,7,,5,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2017,7,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MICHIGAN,2017,7,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ARKANSAS,2017,7,,-,0,,4,,3,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2017,8,13,,52,,114,,137,,318,,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,,
NEW ENGLAND,2017,8,,-,3,,13,,4,,32,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,8,5,,8,,33,,39,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,8,,-,2,,11,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,8,,-,2,,8,,4,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,8,5,,11,,24,,49,,138,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,8,1,,1,,7,,6,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,8,2,,13,,42,,32,,52,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,8,,-,1,,8,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,8,,-,0,,8,,2,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2017,8,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
AMER. SAMOA,2017,8,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
GUAM,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2017,8,,-,1,,6,,2,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ALABAMA,2017,8,1,,1,,7,,6,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2017,8,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2017,8,,-,1,,6,,2,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ILLINOIS,2017,8,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2017,8,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGIN ISL.,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
INDIANA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2017,8,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2017,8,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2017,8,1,,0,,9,,19,,81,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2017,8,4,,5,,10,,21,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
DELAWARE,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2017,8,,-,0,,3,,2,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2017,8,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,8,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
C.N.M.I.,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MARYLAND,2017,8,,-,5,,21,,8,,31,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2017,8,2,,12,,42,,26,,49,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2017,8,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEVADA,2017,8,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VERMONT,2017,8,,-,1,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
UTAH,2017,8,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
